,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,x_Coordinate,y_Coordinate,height,width,region_attributes,Type
445,82.jpg,1387763,{},8,4,"{""name"":""rect"",""x"":541,""y"":117,""width"":78,""height"":105}",541,117,105,78,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
446,82.jpg,1387763,{},8,5,"{""name"":""rect"",""x"":338,""y"":525,""width"":302,""height"":193}",338,525,193,302,"{""Type"":""not_two_wheeler""}",not_two_wheeler
447,82.jpg,1387763,{},8,6,"{""name"":""rect"",""x"":606,""y"":91,""width"":90,""height"":101}",606,91,101,90,"{""Type"":""not_two_wheeler""}",not_two_wheeler
448,82.jpg,1387763,{},8,7,"{""name"":""rect"",""x"":602,""y"":14,""width"":103,""height"":73}",602,14,73,103,"{""Type"":""not_two_wheeler""}",not_two_wheeler
449,83.jpg,1119729,{},8,0,"{""name"":""rect"",""x"":87,""y"":548,""width"":193,""height"":167}",87,548,167,193,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
450,83.jpg,1119729,{},8,1,"{""name"":""rect"",""x"":865,""y"":347,""width"":146,""height"":195}",865,347,195,146,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
451,83.jpg,1119729,{},8,2,"{""name"":""rect"",""x"":877,""y"":167,""width"":104,""height"":109}",877,167,109,104,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
452,83.jpg,1119729,{},8,3,"{""name"":""rect"",""x"":597,""y"":189,""width"":82,""height"":103}",597,189,103,82,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
453,83.jpg,1119729,{},8,4,"{""name"":""rect"",""x"":389,""y"":158,""width"":109,""height"":139}",389,158,139,109,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
454,83.jpg,1119729,{},8,5,"{""name"":""rect"",""x"":878,""y"":74,""width"":95,""height"":91}",878,74,91,95,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
455,83.jpg,1119729,{},8,6,"{""name"":""rect"",""x"":534,""y"":121,""width"":74,""height"":98}",534,121,98,74,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
456,83.jpg,1119729,{},8,7,"{""name"":""rect"",""x"":481,""y"":21,""width"":118,""height"":98}",481,21,98,118,"{""Type"":""not_two_wheeler""}",not_two_wheeler
457,84.jpg,1114308,{},6,0,"{""name"":""rect"",""x"":813,""y"":458,""width"":153,""height"":216}",813,458,216,153,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
458,84.jpg,1114308,{},6,1,"{""name"":""rect"",""x"":829,""y"":236,""width"":127,""height"":149}",829,236,149,127,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
459,84.jpg,1114308,{},6,2,"{""name"":""rect"",""x"":841,""y"":58,""width"":74,""height"":110}",841,58,110,74,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
460,84.jpg,1114308,{},6,3,"{""name"":""rect"",""x"":946,""y"":94,""width"":77,""height"":126}",946,94,126,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
461,84.jpg,1114308,{},6,4,"{""name"":""rect"",""x"":494,""y"":49,""width"":96,""height"":101}",494,49,101,96,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
462,84.jpg,1114308,{},6,5,"{""name"":""rect"",""x"":738,""y"":23,""width"":105,""height"":107}",738,23,107,105,"{""Type"":""not_two_wheeler""}",not_two_wheeler
463,85.jpg,1208372,{},3,0,"{""name"":""rect"",""x"":218,""y"":463,""width"":154,""height"":222}",218,463,222,154,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
464,85.jpg,1208372,{},3,1,"{""name"":""rect"",""x"":868,""y"":349,""width"":149,""height"":177}",868,349,177,149,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
465,85.jpg,1208372,{},3,2,"{""name"":""rect"",""x"":910,""y"":214,""width"":151,""height"":121}",910,214,121,151,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
466,90.jpg,1514008,{},8,0,"{""name"":""rect"",""x"":376,""y"":442,""width"":229,""height"":277}",376,442,277,229,"{""Type"":""not_two_wheeler""}",not_two_wheeler
467,90.jpg,1514008,{},8,1,"{""name"":""rect"",""x"":529,""y"":212,""width"":160,""height"":182}",529,212,182,160,"{""Type"":""not_two_wheeler""}",not_two_wheeler
468,90.jpg,1514008,{},8,2,"{""name"":""rect"",""x"":587,""y"":64,""width"":113,""height"":127}",587,64,127,113,"{""Type"":""not_two_wheeler""}",not_two_wheeler
469,90.jpg,1514008,{},8,3,"{""name"":""rect"",""x"":1069,""y"":334,""width"":136,""height"":223}",1069,334,223,136,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
470,90.jpg,1514008,{},8,4,"{""name"":""rect"",""x"":818,""y"":194,""width"":114,""height"":134}",818,194,134,114,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
471,90.jpg,1514008,{},8,5,"{""name"":""rect"",""x"":983,""y"":176,""width"":108,""height"":137}",983,176,137,108,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
472,90.jpg,1514008,{},8,6,"{""name"":""rect"",""x"":449,""y"":85,""width"":92,""height"":98}",449,85,98,92,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
473,90.jpg,1514008,{},8,7,"{""name"":""rect"",""x"":892,""y"":51,""width"":90,""height"":113}",892,51,113,90,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
474,91.jpg,1255499,{},5,0,"{""name"":""rect"",""x"":284,""y"":422,""width"":176,""height"":175}",284,422,175,176,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
475,91.jpg,1255499,{},5,1,"{""name"":""rect"",""x"":456,""y"":222,""width"":119,""height"":134}",456,222,134,119,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
476,91.jpg,1255499,{},5,2,"{""name"":""rect"",""x"":399,""y"":119,""width"":98,""height"":117}",399,119,117,98,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
477,91.jpg,1255499,{},5,3,"{""name"":""rect"",""x"":544,""y"":113,""width"":103,""height"":127}",544,113,127,103,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
478,91.jpg,1255499,{},5,4,"{""name"":""rect"",""x"":935,""y"":172,""width"":110,""height"":145}",935,172,145,110,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
479,92.jpg,1243701,{},6,0,"{""name"":""rect"",""x"":1044,""y"":417,""width"":214,""height"":277}",1044,417,277,214,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
480,92.jpg,1243701,{},6,1,"{""name"":""rect"",""x"":819,""y"":45,""width"":83,""height"":100}",819,45,100,83,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
481,92.jpg,1243701,{},6,2,"{""name"":""rect"",""x"":883,""y"":51,""width"":103,""height"":90}",883,51,90,103,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
482,92.jpg,1243701,{},6,3,"{""name"":""rect"",""x"":340,""y"":573,""width"":291,""height"":144}",340,573,144,291,"{""Type"":""not_two_wheeler""}",not_two_wheeler
483,92.jpg,1243701,{},6,4,"{""name"":""rect"",""x"":564,""y"":81,""width"":128,""height"":110}",564,81,110,128,"{""Type"":""not_two_wheeler""}",not_two_wheeler
484,92.jpg,1243701,{},6,5,"{""name"":""rect"",""x"":610,""y"":14,""width"":91,""height"":71}",610,14,71,91,"{""Type"":""not_two_wheeler""}",not_two_wheeler
485,93.jpg,1022465,{},4,0,"{""name"":""rect"",""x"":101,""y"":438,""width"":121,""height"":187}",101,438,187,121,"{""Type"":""not_two_wheeler""}",not_two_wheeler
486,93.jpg,1022465,{},4,1,"{""name"":""rect"",""x"":213,""y"":519,""width"":245,""height"":199}",213,519,199,245,"{""Type"":""not_two_wheeler""}",not_two_wheeler
487,93.jpg,1022465,{},4,2,"{""name"":""rect"",""x"":420,""y"":56,""width"":90,""height"":94}",420,56,94,90,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
488,93.jpg,1022465,{},4,3,"{""name"":""rect"",""x"":499,""y"":14,""width"":86,""height"":91}",499,14,91,86,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
489,94.jpg,1580773,{},12,0,"{""name"":""rect"",""x"":792,""y"":548,""width"":164,""height"":167}",792,548,167,164,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
490,94.jpg,1580773,{},12,1,"{""name"":""rect"",""x"":1000,""y"":350,""width"":146,""height"":203}",1000,350,203,146,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
491,94.jpg,1580773,{},12,2,"{""name"":""rect"",""x"":759,""y"":143,""width"":86,""height"":130}",759,143,130,86,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
492,94.jpg,1580773,{},12,3,"{""name"":""rect"",""x"":849,""y"":56,""width"":77,""height"":99}",849,56,99,77,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
493,94.jpg,1580773,{},12,4,"{""name"":""rect"",""x"":549,""y"":227,""width"":77,""height"":130}",549,227,130,77,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
494,94.jpg,1580773,{},12,5,"{""name"":""rect"",""x"":768,""y"":54,""width"":86,""height"":95}",768,54,95,86,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
495,94.jpg,1580773,{},12,6,"{""name"":""rect"",""x"":693,""y"":3,""width"":89,""height"":104}",693,3,104,89,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
496,94.jpg,1580773,{},12,7,"{""name"":""rect"",""x"":356,""y"":108,""width"":92,""height"":114}",356,108,114,92,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
497,94.jpg,1580773,{},12,8,"{""name"":""rect"",""x"":444,""y"":132,""width"":71,""height"":101}",444,132,101,71,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
498,94.jpg,1580773,{},12,9,"{""name"":""rect"",""x"":329,""y"":282,""width"":128,""height"":141}",329,282,141,128,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
499,94.jpg,1580773,{},12,10,"{""name"":""rect"",""x"":243,""y"":404,""width"":144,""height"":171}",243,404,171,144,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
500,94.jpg,1580773,{},12,11,"{""name"":""rect"",""x"":505,""y"":173,""width"":59,""height"":101}",505,173,101,59,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
501,95.jpg,1182783,{},9,0,"{""name"":""rect"",""x"":955,""y"":198,""width"":103,""height"":157}",955,198,157,103,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
502,95.jpg,1182783,{},9,1,"{""name"":""rect"",""x"":832,""y"":46,""width"":86,""height"":95}",832,46,95,86,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
503,95.jpg,1182783,{},9,2,"{""name"":""rect"",""x"":442,""y"":168,""width"":77,""height"":107}",442,168,107,77,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
504,95.jpg,1182783,{},9,3,"{""name"":""rect"",""x"":433,""y"":259,""width"":128,""height"":175}",433,259,175,128,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
505,95.jpg,1182783,{},9,4,"{""name"":""rect"",""x"":330,""y"":229,""width"":118,""height"":184}",330,229,184,118,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
506,95.jpg,1182783,{},9,5,"{""name"":""rect"",""x"":547,""y"":113,""width"":117,""height"":127}",547,113,127,117,"{""Type"":""not_two_wheeler""}",not_two_wheeler
507,95.jpg,1182783,{},9,6,"{""name"":""rect"",""x"":511,""y"":35,""width"":51,""height"":90}",511,35,90,51,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
508,95.jpg,1182783,{},9,7,"{""name"":""rect"",""x"":445,""y"":21,""width"":64,""height"":92}",445,21,92,64,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
509,95.jpg,1182783,{},9,8,"{""name"":""rect"",""x"":558,""y"":48,""width"":67,""height"":77}",558,48,77,67,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
510,96.jpg,1332382,{},8,0,"{""name"":""rect"",""x"":883,""y"":501,""width"":160,""height"":209}",883,501,209,160,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
511,96.jpg,1332382,{},8,1,"{""name"":""rect"",""x"":379,""y"":252,""width"":132,""height"":148}",379,252,148,132,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
512,96.jpg,1332382,{},8,2,"{""name"":""rect"",""x"":425,""y"":68,""width"":94,""height"":85}",425,68,85,94,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
513,96.jpg,1332382,{},8,3,"{""name"":""rect"",""x"":867,""y"":96,""width"":104,""height"":118}",867,96,118,104,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
514,96.jpg,1332382,{},8,4,"{""name"":""rect"",""x"":386,""y"":140,""width"":103,""height"":118}",386,140,118,103,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
515,96.jpg,1332382,{},8,5,"{""name"":""rect"",""x"":524,""y"":117,""width"":151,""height"":163}",524,117,163,151,"{""Type"":""not_two_wheeler""}",not_two_wheeler
516,96.jpg,1332382,{},8,6,"{""name"":""rect"",""x"":936,""y"":232,""width"":153,""height"":160}",936,232,160,153,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
517,96.jpg,1332382,{},8,7,"{""name"":""rect"",""x"":552,""y"":1,""width"":109,""height"":85}",552,1,85,109,"{""Type"":""not_two_wheeler""}",not_two_wheeler
518,97.jpg,1216412,{},6,0,"{""name"":""rect"",""x"":1004,""y"":319,""width"":143,""height"":190}",1004,319,190,143,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
519,97.jpg,1216412,{},6,1,"{""name"":""rect"",""x"":868,""y"":138,""width"":142,""height"":138}",868,138,138,142,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
520,97.jpg,1216412,{},6,2,"{""name"":""rect"",""x"":419,""y"":166,""width"":120,""height"":118}",419,166,118,120,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
521,97.jpg,1216412,{},6,3,"{""name"":""rect"",""x"":553,""y"":72,""width"":114,""height"":120}",553,72,120,114,"{""Type"":""not_two_wheeler""}",not_two_wheeler
522,97.jpg,1216412,{},6,4,"{""name"":""rect"",""x"":446,""y"":94,""width"":89,""height"":84}",446,94,84,89,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
523,97.jpg,1216412,{},6,5,"{""name"":""rect"",""x"":452,""y"":30,""width"":75,""height"":72}",452,30,72,75,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
524,98.jpg,1138683,{},7,0,"{""name"":""rect"",""x"":267,""y"":407,""width"":132,""height"":189}",267,407,189,132,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
525,98.jpg,1138683,{},7,1,"{""name"":""rect"",""x"":370,""y"":240,""width"":103,""height"":150}",370,240,150,103,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
526,98.jpg,1138683,{},7,2,"{""name"":""rect"",""x"":293,""y"":208,""width"":92,""height"":137}",293,208,137,92,"{""Type"":""not_two_wheeler""}",not_two_wheeler
527,98.jpg,1138683,{},7,3,"{""name"":""rect"",""x"":392,""y"":141,""width"":92,""height"":87}",392,141,87,92,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
528,98.jpg,1138683,{},7,4,"{""name"":""rect"",""x"":543,""y"":158,""width"":127,""height"":160}",543,158,160,127,"{""Type"":""not_two_wheeler""}",not_two_wheeler
529,98.jpg,1138683,{},7,5,"{""name"":""rect"",""x"":469,""y"":81,""width"":98,""height"":104}",469,81,104,98,"{""Type"":""not_two_wheeler""}",not_two_wheeler
530,98.jpg,1138683,{},7,6,"{""name"":""rect"",""x"":818,""y"":17,""width"":78,""height"":89}",818,17,89,78,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
531,99.jpg,1331385,{},11,0,"{""name"":""rect"",""x"":858,""y"":388,""width"":135,""height"":171}",858,388,171,135,"{""Type"":""""}",
532,99.jpg,1331385,{},11,1,"{""name"":""rect"",""x"":350,""y"":466,""width"":279,""height"":246}",350,466,246,279,"{""Type"":""not_two_wheeler""}",not_two_wheeler
533,99.jpg,1331385,{},11,2,"{""name"":""rect"",""x"":516,""y"":205,""width"":144,""height"":157}",516,205,157,144,"{""Type"":""not_two_wheeler""}",not_two_wheeler
534,99.jpg,1331385,{},11,3,"{""name"":""rect"",""x"":761,""y"":230,""width"":91,""height"":159}",761,230,159,91,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
535,99.jpg,1331385,{},11,4,"{""name"":""rect"",""x"":927,""y"":216,""width"":128,""height"":157}",927,216,157,128,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
536,99.jpg,1331385,{},11,5,"{""name"":""rect"",""x"":42,""y"":632,""width"":143,""height"":83}",42,632,83,143,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
537,99.jpg,1331385,{},11,6,"{""name"":""rect"",""x"":600,""y"":15,""width"":78,""height"":76}",600,15,76,78,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
538,99.jpg,1331385,{},11,7,"{""name"":""rect"",""x"":438,""y"":27,""width"":69,""height"":74}",438,27,74,69,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
539,99.jpg,1331385,{},11,8,"{""name"":""rect"",""x"":842,""y"":128,""width"":82,""height"":100}",842,128,100,82,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
540,99.jpg,1331385,{},11,9,"{""name"":""rect"",""x"":479,""y"":128,""width"":63,""height"":96}",479,128,96,63,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
541,99.jpg,1331385,{},11,10,"{""name"":""rect"",""x"":429,""y"":94,""width"":63,""height"":86}",429,94,86,63,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
542,100.jpg,865603,{},2,0,"{""name"":""rect"",""x"":811,""y"":6,""width"":104,""height"":105}",811,6,105,104,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
543,100.jpg,865603,{},2,1,"{""name"":""rect"",""x"":324,""y"":163,""width"":103,""height"":94}",324,163,94,103,"{""Type"":""not_two_wheeler""}",not_two_wheeler
544,101.jpg,1046553,{},6,0,"{""name"":""rect"",""x"":304,""y"":295,""width"":145,""height"":156}",304,295,156,145,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
545,101.jpg,1046553,{},6,1,"{""name"":""rect"",""x"":845,""y"":104,""width"":91,""height"":124}",845,104,124,91,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
546,101.jpg,1046553,{},6,2,"{""name"":""rect"",""x"":460,""y"":397,""width"":160,""height"":198}",460,397,198,160,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
547,101.jpg,1046553,{},6,3,"{""name"":""rect"",""x"":930,""y"":187,""width"":101,""height"":134}",930,187,134,101,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
548,101.jpg,1046553,{},6,4,"{""name"":""rect"",""x"":738,""y"":6,""width"":84,""height"":90}",738,6,90,84,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
549,101.jpg,1046553,{},6,5,"{""name"":""rect"",""x"":1,""y"":480,""width"":100,""height"":142}",1,480,142,100,"{""Type"":""not_two_wheeler""}",not_two_wheeler
550,102.jpg,1040775,{},3,0,"{""name"":""rect"",""x"":1,""y"":487,""width"":87,""height"":118}",1,487,118,87,"{""Type"":""not_two_wheeler""}",not_two_wheeler
551,102.jpg,1040775,{},3,1,"{""name"":""rect"",""x"":1197,""y"":259,""width"":79,""height"":162}",1197,259,162,79,"{""Type"":""not_two_wheeler""}",not_two_wheeler
552,102.jpg,1040775,{},3,2,"{""name"":""rect"",""x"":1025,""y"":360,""width"":187,""height"":224}",1025,360,224,187,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
553,103.jpg,986800,{},6,0,"{""name"":""rect"",""x"":969,""y"":273,""width"":127,""height"":159}",969,273,159,127,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
554,103.jpg,986800,{},6,1,"{""name"":""rect"",""x"":928,""y"":163,""width"":77,""height"":127}",928,163,127,77,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
555,103.jpg,986800,{},6,2,"{""name"":""rect"",""x"":828,""y"":84,""width"":80,""height"":103}",828,84,103,80,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
556,103.jpg,986800,{},6,3,"{""name"":""rect"",""x"":345,""y"":274,""width"":151,""height"":169}",345,274,169,151,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
557,103.jpg,986800,{},6,4,"{""name"":""rect"",""x"":421,""y"":76,""width"":113,""height"":91}",421,76,91,113,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
558,103.jpg,986800,{},6,5,"{""name"":""rect"",""x"":745,""y"":49,""width"":93,""height"":104}",745,49,104,93,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
559,104.jpg,1016079,{},5,0,"{""name"":""rect"",""x"":916,""y"":300,""width"":155,""height"":167}",916,300,167,155,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
560,104.jpg,1016079,{},5,1,"{""name"":""rect"",""x"":1124,""y"":464,""width"":148,""height"":231}",1124,464,231,148,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
561,104.jpg,1016079,{},5,2,"{""name"":""rect"",""x"":937,""y"":183,""width"":149,""height"":127}",937,183,127,149,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
562,104.jpg,1016079,{},5,3,"{""name"":""rect"",""x"":366,""y"":129,""width"":151,""height"":131}",366,129,131,151,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
563,104.jpg,1016079,{},5,4,"{""name"":""rect"",""x"":557,""y"":14,""width"":124,""height"":131}",557,14,131,124,"{""Type"":""not_two_wheeler""}",not_two_wheeler
564,105.jpg,1058774,{},3,0,"{""name"":""rect"",""x"":720,""y"":250,""width"":224,""height"":222}",720,250,222,224,"{""Type"":""not_two_wheeler""}",not_two_wheeler
565,105.jpg,1058774,{},3,1,"{""name"":""rect"",""x"":1001,""y"":277,""width"":146,""height"":193}",1001,277,193,146,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
566,105.jpg,1058774,{},3,2,"{""name"":""rect"",""x"":414,""y"":79,""width"":111,""height"":128}",414,79,128,111,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
567,106.jpg,1151591,{},5,0,"{""name"":""rect"",""x"":401,""y"":98,""width"":122,""height"":124}",401,98,124,122,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
568,106.jpg,1151591,{},5,1,"{""name"":""rect"",""x"":896,""y"":72,""width"":114,""height"":108}",896,72,108,114,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
569,106.jpg,1151591,{},5,2,"{""name"":""rect"",""x"":844,""y"":42,""width"":58,""height"":91}",844,42,91,58,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
570,106.jpg,1151591,{},5,3,"{""name"":""rect"",""x"":802,""y"":238,""width"":165,""height"":181}",802,238,181,165,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
571,106.jpg,1151591,{},5,4,"{""name"":""rect"",""x"":760,""y"":93,""width"":104,""height"":135}",760,93,135,104,"{""Type"":""not_two_wheeler""}",not_two_wheeler
572,107.jpg,1256621,{},8,0,"{""name"":""rect"",""x"":977,""y"":394,""width"":156,""height"":211}",977,394,211,156,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
573,107.jpg,1256621,{},8,1,"{""name"":""rect"",""x"":1056,""y"":293,""width"":121,""height"":153}",1056,293,153,121,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
574,107.jpg,1256621,{},8,2,"{""name"":""rect"",""x"":263,""y"":345,""width"":135,""height"":153}",263,345,153,135,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
575,107.jpg,1256621,{},8,3,"{""name"":""rect"",""x"":335,""y"":487,""width"":132,""height"":211}",335,487,211,132,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
576,107.jpg,1256621,{},8,4,"{""name"":""rect"",""x"":520,""y"":151,""width"":91,""height"":125}",520,151,125,91,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
577,107.jpg,1256621,{},8,5,"{""name"":""rect"",""x"":399,""y"":100,""width"":103,""height"":127}",399,100,127,103,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
578,107.jpg,1256621,{},8,6,"{""name"":""rect"",""x"":872,""y"":76,""width"":84,""height"":117}",872,76,117,84,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
579,107.jpg,1256621,{},8,7,"{""name"":""rect"",""x"":733,""y"":73,""width"":156,""height"":169}",733,73,169,156,"{""Type"":""not_two_wheeler""}",not_two_wheeler
580,108.jpg,1556945,{},7,0,"{""name"":""rect"",""x"":217,""y"":567,""width"":204,""height"":152}",217,567,152,204,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
581,108.jpg,1556945,{},7,1,"{""name"":""rect"",""x"":897,""y"":139,""width"":111,""height"":142}",897,139,142,111,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
582,108.jpg,1556945,{},7,2,"{""name"":""rect"",""x"":847,""y"":6,""width"":131,""height"":87}",847,6,87,131,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
583,108.jpg,1556945,{},7,3,"{""name"":""rect"",""x"":238,""y"":404,""width"":153,""height"":169}",238,404,169,153,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
584,108.jpg,1556945,{},7,4,"{""name"":""rect"",""x"":511,""y"":270,""width"":111,""height"":146}",511,270,146,111,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
585,108.jpg,1556945,{},7,5,"{""name"":""rect"",""x"":318,""y"":242,""width"":125,""height"":170}",318,242,170,125,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
586,108.jpg,1556945,{},7,6,"{""name"":""rect"",""x"":582,""y"":65,""width"":83,""height"":97}",582,65,97,83,"{""Type"":""two_wheeler_with_helmet""}",two_wheeler_with_helmet
587,109.jpg,1435267,{},9,0,"{""name"":""rect"",""x"":373,""y"":257,""width"":103,""height"":122}",373,257,122,103,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
588,109.jpg,1435267,{},9,1,"{""name"":""rect"",""x"":271,""y"":346,""width"":113,""height"":167}",271,346,167,113,"{""Type"":""two_wheeler_without_helmet""}",two_wheeler_without_helmet
